cdCartaConsulta,nmProjeto,nmSetor,Regiao,nmAbrangenciaNacional,sgFonte,VlDolar,CpVlDolar,dtRecebimento,dtValidadeRecomendacao,dtAprovDiretoria,dtAssinatura,dtUltimoDesembolsoOriginal,dtUltimoDesembolsoVigente,ano_recebimento,ano_assinatura,fase_tipo,dias_ate_assinatura,dias_ate_ultimo_desembolso,dias_entre_assinatura_e_desembolso,projeto_assinado,projeto_desembolsado,projeto_multi_fonte
59775,Projeto de Saneamento Ambiental - Bacia do Ipojuca - PSA- Ipojuca,Saneamento Básico,Nordeste,Estadual,BID,200000000.0,130000000.0,2010-08-02 00:00:00,2013-12-14 00:00:00,2012-12-19,2013-08-07,2019-08-07 00:00:00,2023-12-07 00:00:00,2010,2013.0,Ativo/Executado,1101.0,4875.0,3774.0,True,True,False
59806,Programa de Infraestrutura Urbana e Ação Metropolitana,Desenvolvimento Urbano e Mobilidade,Nordeste,Estadual,BIRD,120000000.0,80000000.0,2011-01-19 00:00:00,2013-07-06 00:00:00,,,,,2011,,Arquivado,,,,False,False,False
59812,Doação - Apoio à implantação do Projeto de Saneamento Ambiental da Bacia do Ipojuca,Energia,Nordeste,Estadual,BID,750000.0,173447.0,2011-03-10 00:00:00,2013-07-06 00:00:00,,2011-08-13,2012-07-06 00:00:00,2012-07-06 00:00:00,2011,2011.0,Ativo/Executado,156.0,484.0,328.0,True,True,False
59857,Programa de Desenvolvimento das Políticas Públicas do Estado de Pernambuco,Encargos Especiais,Nordeste,Estadual,BIRD,500000000.0,0.0,2011-10-05 00:00:00,,2012-03-22,2012-04-13,2013-03-31 00:00:00,2013-03-31 00:00:00,2011,2012.0,Ativo/Executado,191.0,543.0,352.0,True,True,False
59922,Programa de Consolidação do Equilíbrio Fiscal para o Desenvolvimento Econômico e Social do Estado de Pernambuco (PROCONFIS/PE),Encargos Especiais,Nordeste,Estadual,BID,400000000.0,0.0,2012-10-23 00:00:00,2015-01-04 00:00:00,2013-10-23,2013-12-17,2015-12-17 00:00:00,2015-12-17 00:00:00,2012,2013.0,Ativo/Executado,420.0,1150.0,730.0,True,True,False
59923,Programa de Desenvolvimento das Políticas Públicas do Estado de Pernambuco II - DPL,Encargos Especiais,Nordeste,Estadual,BIRD,550000000.0,0.0,2012-10-25 00:00:00,2015-04-04 00:00:00,2013-06-25,2013-07-18,2014-09-30 00:00:00,2014-09-30 00:00:00,2012,2013.0,Ativo/Executado,266.0,705.0,439.0,True,True,False
60018,Financiamento Adicional ao Projeto de Desenvolvimento da Educação e Gestão Pública no Estado de Pernambuco,Educação,Nordeste,Estadual,BIRD,175000000.0,467760000.0,2013-10-16 00:00:00,,,,,,2013,,Arquivado,,,,False,False,False
60203,Apoio aos Programas de Prevenção da Violência Juvenil em Pernambuco: PE Seguro.,Segurança Pública,Nordeste,Estadual,BID,135000000.0,15000000.0,2016-12-13 00:00:00,,,,,,2016,,Arquivado,,,,False,False,False
60280,Projeto de Desenvolvimento Rural Sustentável dos Territórios da Zona da Mata e do Agreste Pernambucano,Agricultura,Nordeste,Estadual,FIDA,20000000.0,20000000.0,2017-03-16 00:00:00,2019-05-26 00:00:00,,,,,2017,,Aguardando ação,,,,False,False,False
60321,Projeto de Aperfeiçoamento da Gestão Fiscal do Estado de Pernambuco,Fortalecimento Institucional,Nordeste,Estadual,BID,14330000.0,1440000.0,2017-02-24 00:00:00,,,,,,2017,,Arquivado,,,,False,False,False
60460,Projeto de Aperfeiçoamento da Gestão Fiscal de Pernambuco,Fortalecimento Institucional,Nordeste,Estadual,BID,37000000.0,7400000.0,2017-10-25 00:00:00,2020-02-05 00:00:00,2018-06-28,2019-09-30,2024-09-30 00:00:00,2026-09-30 00:00:00,2017,2019.0,Ativo/Executado,705.0,3262.0,2557.0,True,True,False
60880,PROJETO DE SANEAMENTO RURAL DE PERNAMBUCO _x000D_,Saneamento Básico,Nordeste,Estadual,BIRD,90000000.0,23000000.0,2022-07-21 00:00:00,2024-11-11 00:00:00,,,,,2022,,Aguardando ação,,,,False,False,False
60906,PROJETO DE TRANSFORMAÇÃO DIGITAL DA JUSTIÇA DO ESTADO DE PERNAMBUCO,Fortalecimento Institucional,Nordeste,Estadual,BID,32800000.0,8200000.0,2022-07-26 00:00:00,2025-05-12 00:00:00,,,,,2022,,Aguardando ação,,,,False,False,False
60933,PROJETO DE DESENVOLVIMENTO RURAL SUSTENTÁVEL - PERNAMBUCO AGROECOLÓGICO,Agricultura,Nordeste,Estadual,BIRD,50000000.0,12500000.0,2022-08-18 00:00:00,2025-05-12 00:00:00,,,,,2022,,Em tramitação,,,,False,False,False
60934,"PROJETO DE MELHORIA DA INFRAESTRUTURA RODOVIÁRIA, HÍDRICA E SANITÁRIA DE PERNAMBUCO - PROMIRHIS-PE",Saneamento Básico,Nordeste,Estadual,NDB,125500000.0,31500000.0,2022-08-24 00:00:00,2025-05-12 00:00:00,,,,,2022,,Em tramitação,,,,False,False,False
61012,Programa de Infraestrutura e Transformação Digital de Pernambuco,Fortalecimento Institucional,Nordeste,Estadual,BIRD,46000000.0,11500000.0,2023-07-25 00:00:00,,,,,,2023,,Arquivado,,,,False,False,False
61055,"Programa de Sustentabilidade Fiscal, Econômica e Ambiental do Estado de Pernambuco",Refinanciamento de Dívida,Nordeste,Estadual,BIRD,275000000.0,0.0,2024-01-08 00:00:00,2026-03-18 00:00:00,,,,,2024,,Em tramitação,,,,False,False,False
61165,Projeto de Modernização da Gestão Fiscal do Estado de Pernambuco - PROFISCO III - PE,Fortalecimento Institucional,Nordeste,Estadual,BID,122000000.0,12200000.0,2024-07-29 00:00:00,,,,,,2024,,Aguardando ação,,,,False,False,False
61193,Programa Juntos pela Segurança,Segurança Pública,Nordeste,Estadual,BID,60000000.0,15000000.0,2024-10-25 00:00:00,,,,,,2024,,Aguardando ação,,,,False,False,False
61194,"Programa de Sustentabilidade Fiscal, Eficiência e Eficácia dos Gastos Públicos do Estado de Pernambuco",Fortalecimento Institucional,Nordeste,Estadual,BIRD,60000000.0,6666666.0,2024-10-25 00:00:00,,,,,,2024,,Aguardando ação,,,,False,False,False
57875,Saneamento Básico de Rondônia,Saneamento Básico,Norte,Estadual,BID,69000000.0,0.0,1991-12-26 00:00:00,,,,,,1991,,Arquivado,,,,False,False,False
57875,Saneamento Básico de Rondônia,Saneamento Básico,Norte,Estadual,BID,21000000.0,0.0,1991-12-26 00:00:00,,,,,,1991,,Arquivado,,,,False,False,False
57999,Plano de Desenvolv. da Agricultura da Reg. Sul-Sudoeste - RO,Agricultura,Norte,Estadual,FIDA,20000000.0,13772000.0,1996-07-01 00:00:00,,,,,,1996,,Arquivado,,,,False,False,False
58156,Moderniz. e Fortalecimento da Coord. da Receita EstaduaL-RO,Fortalecimento Institucional,Norte,Estadual,BID,0.0,0.0,1996-05-02 00:00:00,,,,,,1996,,Arquivado,,,,False,False,False
58597,Sustainable Use Of Natural Resources In The Extractive Reserves Of Rondonia,Meio Ambiente,Norte,Estadual,GEF,14000.0,4000.0,1999-02-05 00:00:00,,,,,,1999,,Arquivado,,,,False,False,False
58599,Avaliação das Potencialidades para o uso Sustentavel da Biodiversidade - RO,Meio Ambiente,Norte,Estadual,GEF,730000.0,1785000.0,1998-12-17 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58602,Proteção À Biodivers. dos Territórios Indígenas do Igarapé Lourdes e Rio Branco,Meio Ambiente,Norte,Estadual,GEF,700000.0,1786000.0,1998-12-18 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58763,Programa de Gerenciamento da Malha Rodoviária do Estado de RO,Logística e Transporte,Norte,Estadual,CAF,35000000.0,15000000.0,2000-10-31 00:00:00,,2001-12-07,2002-06-19,2004-06-19 00:00:00,2004-06-19 00:00:00,2000,2002.0,Ativo/Executado,596.0,1327.0,731.0,True,True,False
58893,Projeto de Educação de Rondônia e Municípios,Educação,Norte,Estadual,BIRD,60000000.0,40000000.0,2001-12-07 00:00:00,,,,,,2001,,Arquivado,,,,False,False,False
59139,Programa de Desenvolvimento do Transporte Rodoviário do Estado de Rondônia,Logística e Transporte,Norte,Estadual,CAF,21429000.0,14287000.0,2004-11-11 00:00:00,2008-07-18 00:00:00,2006-03-21,,,,2004,,Arquivado,,,,False,False,False
59612,"Projeto de Modernização da Administração Tributária, Financeira e Patrimonial do Estado de Rondônia",Fortalecimento Institucional,Norte,Estadual,BID,6231000.0,692000.0,2008-09-02 00:00:00,2010-10-13 00:00:00,2010-09-01,2012-05-25,2017-05-25 00:00:00,2018-09-25 00:00:00,2008,2012.0,Ativo/Executado,1361.0,3675.0,2314.0,True,True,False
60351,Projeto de Modernização da Gestão Fiscal do Estado de Rondônia - PROFISCO II RO,Fortalecimento Institucional,Norte,Estadual,BID,27730800.0,3081200.0,2017-07-28 00:00:00,2020-09-21 00:00:00,,,,,2017,,Arquivado,,,,False,False,False
58364,Suprimento de Energia Elétrica ao Estado de Roraima,Energia,Norte,Estadual,CAF,26000000.0,13100000.0,1997-08-04 00:00:00,,1999-12-09,1999-12-09,2002-12-31 00:00:00,2002-12-31 00:00:00,1997,1999.0,Ativo/Executado,857.0,1975.0,1118.0,True,True,False
58369,"Melhoria e Pavimentação da BR-401, Entre Boa Vista, Normandia e Bonfim (GUIANA)",Logística e Transporte,Nacional,Federal,CAF,30005000.0,10001000.0,1997-10-07 00:00:00,,,,,,1997,,Arquivado,,,,False,False,False
59635,Programa Nacional de Desenvolvimento do Turismo - RORAIMA,Comércio e Serviços (Turismo),Norte,Estadual,BID,74400000.0,49600000.0,2008-11-07 00:00:00,,,,,,2008,,Arquivado,,,,False,False,False
59639,Projeto de Modernização da Gestão Fiscal do Estado de Roraima,Fortalecimento Institucional,Norte,Estadual,BID,5788000.0,1912000.0,2008-11-13 00:00:00,2014-05-18 00:00:00,2013-10-31,,,,2008,,Arquivado,,,,False,False,False
122,Refinanciamento do Resíduo da Dívida com a União - Lei 9496/97,Encargos Especiais,Sul,Estadual,Bank of America,726441565.95,0.0,2012-09-18 00:00:00,,2012-12-19,2012-12-27,2013-11-27 00:00:00,2013-11-27 00:00:00,2012,2012.0,Ativo/Executado,100.0,435.0,335.0,True,True,False
28031,Programa de Integração Viária do Planalto Norte do Estado de Santa Catarina,Logística e Transporte,Sul,Estadual,CAF,55000000.0,69101000.0,2009-11-05 00:00:00,2012-05-14 00:00:00,2013-08-22,2014-08-26,2017-08-26 00:00:00,2019-08-26 00:00:00,2009,2014.0,Ativo/Executado,1755.0,3581.0,1826.0,True,True,False
57804,Conservação Manejo Solos-SC,Agricultura,Sul,Estadual,BIRD,33000000.0,0.0,1940-01-01 00:00:00,,1990-01-30,1991-07-22,1997-09-30 00:00:00,1999-06-30 00:00:00,1940,1991.0,Ativo/Executado,18830.0,21730.0,2900.0,True,True,False
57815,PROURB - SC,Desenvolvimento Urbano e Mobilidade,Sul,Estadual,BIRD,24500000.0,0.0,1940-01-01 00:00:00,,1985-09-19,1986-06-26,1992-12-31 00:00:00,1994-12-31 00:00:00,1940,1986.0,Ativo/Executado,16978.0,20088.0,3110.0,True,True,False
57836,Rodovias Estaduais de SC,Logística e Transporte,Sul,Estadual,BIRD,50000000.0,0.0,1991-11-04 00:00:00,,1992-12-22,1992-12-22,1998-12-31 00:00:00,1998-12-31 00:00:00,1991,1992.0,Ativo/Executado,414.0,2614.0,2200.0,True,True,False
57850,Rodovias Santa Catarina,Logística e Transporte,Sul,Estadual,BID,102500000.0,102500000.0,1990-08-08 00:00:00,,1992-12-02,1992-12-18,1996-12-18 00:00:00,2000-12-18 00:00:00,1990,1992.0,Ativo/Executado,863.0,3785.0,2922.0,True,True,False
57890,Apoio ao Desenvolvimento Regional e Municipal de SC - PRODEM,Desenvolvimento Urbano e Mobilidade,Sul,Estadual,BIRD,180000000.0,120000000.0,1996-04-11 00:00:00,,,,,,1996,,Arquivado,,,,False,False,False
57900,Ensino Superior de Santa Catarina,Saneamento Básico,Sul,Estadual,BID,0.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
57906,Programa de Recuperação Ambiental e de Apoio ao Pequeno Produtor Rural de Santa Catarina,Meio Ambiente,Sul,Estadual,BIRD,62800000.0,44000000.0,1994-02-27 00:00:00,,2002-04-25,2002-05-10,2009-09-30 00:00:00,2009-09-30 00:00:00,1994,2002.0,Ativo/Executado,2994.0,5694.0,2700.0,True,True,False
57915,Modernização da Agropecuária de Santa Catarina / PROINVEST/SC,Agricultura,Sul,Estadual,BIRD,0.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
57916,Informática Educativa,Educação,Sul,Estadual,BIRD,0.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
57917,Descentralização do Ensino Profissionalizante,Educação,Sul,Estadual,BIRD,0.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
57918,Descentralização do Ensino Fundamental,Educação,Sul,Estadual,BIRD,0.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
57919,Construção de Espaco Esportivo,Educação,Sul,Estadual,BIRD,0.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
57920,Reforma de Unidades Escolares,Educação,Sul,Estadual,BIRD,0.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
57921,Plano de Modernização Ensino Superior - SC,Educação,Sul,Estadual,BID,0.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
57985,Projeto Pegaso-Incubadoras Tecnol. Emp. E Reconver. Laboral,P & D e Inovação,Sul,Estadual,BID/FUMIN,3500000.0,3512000.0,1996-04-01 00:00:00,,1998-06-10,1998-10-06,2003-01-22 00:00:00,2005-01-22 00:00:00,1996,1998.0,Ativo/Executado,918.0,3218.0,2300.0,True,True,False
58160,Modernização e Reequipamento da Secretaria de Fazenda - SC,Fortalecimento Institucional,Sul,Estadual,BID,0.0,0.0,1996-05-29 00:00:00,,,,,,1996,,Arquivado,,,,False,False,False
58279,POWER - SALTO OSORIO,Energia,Sul,Federal,BIRD,70000000.0,0.0,1940-01-01 00:00:00,,1971-03-30,1971-04-05,,1978-05-31 00:00:00,1940,1971.0,Ativo/Executado,11417.0,14030.0,2613.0,True,True,False
58306,Centro Tecnológico de Automação Industrial de Florianópolis,P & D e Inovação,Sul,Estadual,ITALIA,2200000.0,1200000.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
58327,Plano de Telecomunicações Rurais de Santa Catarina – Ptr/Sc,Comunicações,Sul,Estadual,JBIC,74200000.0,31800000.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
58376,Segundo Programa de Gerenciamento da Malha Rodoviária do Est. SC,Logística e Transporte,Sul,Estadual,BIRD,116000000.0,101600000.0,1997-10-31 00:00:00,,,,,,1997,,Arquivado,,,,False,False,False
58406,Melhoria do Setor Saúde em Santa Catarina,Saúde,Sul,Estadual,KfW,10000000.0,0.0,1940-01-01 00:00:00,,,1981-09-23,1998-12-31 00:00:00,2000-12-31 00:00:00,1940,1981.0,Ativo/Executado,15241.0,22280.0,7039.0,True,True,False
58414,Plano Glob. Integrado Contra Enchent./Ecossit. - Bacia Hidrog R.Itajaí-Acu,Meio Ambiente,Sul,Estadual,JBIC,174200000.0,116100000.0,1992-12-28 00:00:00,,,,,,1992,,Arquivado,,,,False,False,False
58549,Desenvolvimento de Sistemas de Produção Agroecológicos p/ Santa Catarina,Meio Ambiente,Sul,Estadual,GEF,500000.0,500000.0,1998-09-21 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58550,Sistema de Base de Dados Agro-Hidro-Metereológicos p/ Santa Catarina,Meio Ambiente,Sul,Estadual,GEF,450000.0,350000.0,1998-09-21 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58551,Monitoramento da Qualidade das Águas Subterrâneas no Estado de Santa Catarina,Meio Ambiente,Sul,Estadual,GEF,500000.0,500000.0,1998-09-21 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58552,Monitoramento da Qualidade do Ar No Estado de Santa Catarina,Meio Ambiente,Sul,Estadual,GEF,717000.0,500000.0,1998-09-21 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58553,Sistema de Monitoramento dos Rios do Estado de Santa Catarina,Meio Ambiente,Sul,Estadual,GEF,700000.0,500000.0,1998-09-21 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58554,Sistema de Monitoramento Ambiental de Mesoescala para o Estado de Santa Catarina,Meio Ambiente,Sul,Estadual,GEF,500000.0,500000.0,1998-09-21 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58555,"Preservação, Conservação e Propagação de Espécies de Interesse Ecológico/SC",Meio Ambiente,Sul,Estadual,GEF,265000.0,566000.0,1998-09-21 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58556,Monitoramento das Condições do Mar no Estado de Santa Catarina,Meio Ambiente,Sul,Estadual,GEF,750000.0,500000.0,1998-09-21 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58557,Sistema de Informações Agrometeorológicas para o Estado de Santa Catarina,Meio Ambiente,Sul,Estadual,GEF,500000.0,656000.0,1998-09-21 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58559,Produção Animal Alternativa/Forma Conservar Biodiversidade Planalto Catarinense,Meio Ambiente,Sul,Estadual,GEF,407000.0,373000.0,1998-10-08 00:00:00,,,,,,1998,,Arquivado,,,,False,False,False
58658,Conserv. da Biodiver. Reabilit. do Ecossit. no Parq. Est. da Serra do Tabuleiro,Meio Ambiente,Sul,Estadual,GEF,25000.0,15197000.0,2006-08-14 00:00:00,,,1999-12-23,,2009-10-31 00:00:00,2006,1999.0,Arquivado,-2426.0,1174.0,3600.0,True,True,False
58715,Proteção da Mata Atlântica em Santa Catarina,Meio Ambiente,Sul,Estadual,KfW/DOAÇÃO,6136000.0048984,3385675.7600000002,2000-04-20 00:00:00,,,2002-09-11,2006-12-31 00:00:00,2011-08-31 00:00:00,2000,2002.0,Ativo/Executado,874.0,4150.0,3276.0,True,True,False
58732,Programa Rodoviário de Santa Catarina - Etapa IV,Logística e Transporte,Sul,Estadual,BID,150000000.0,173000000.0,2000-07-26 00:00:00,,2002-02-13,2002-05-09,2007-05-09 00:00:00,2007-11-09 00:00:00,2000,2002.0,Ativo/Executado,652.0,2662.0,2010.0,True,True,False
58793,Projeto Mampituba,Meio Ambiente,Sul,Federal,GEF,25000.0,0.0,2000-12-07 00:00:00,,,,,,2000,,Arquivado,,,,False,False,False
58945,Conservação da Biodiversidade e Reabilitação dos Ecossistemas no Parque Estadual da Serra do Tabuleiro,Meio Ambiente,Sul,Estadual,GEF/BIRD,973734.0,1354063.0,2002-06-10 00:00:00,,2005-08-22,2005-08-22,2009-10-22 00:00:00,2009-10-22 00:00:00,2002,2005.0,Ativo/Executado,1169.0,2691.0,1522.0,True,True,False
59035,Programa de Apoio ao Desenvolvimento Regional e Municipal - PRODEM - SC,Desenvolvimento Urbano e Mobilidade,Sul,Estadual,BID,25000000.0,16660000.0,2006-04-27 00:00:00,,,,,,2006,,Arquivado,,,,False,False,False
59057,Doação - Programa p/o Desenvolvimento Sustentável da Bacia Hidrográfica do Rio Uruguai,Meio Ambiente,Sul,Estadual,BID/JSF,1200000.0,0.0,2004-01-13 00:00:00,,2006-08-09,2007-03-01,2009-09-01 00:00:00,2010-05-01 00:00:00,2004,2007.0,Ativo/Executado,1143.0,2300.0,1157.0,True,True,False
59238,Programa de Integração Regional do Estado de Santa Catarina,Logística e Transporte,Sul,Estadual,CAF,32558000.0,21820000.0,2005-11-11 00:00:00,2010-06-06 00:00:00,2009-12-09,2010-08-31,2014-08-31 00:00:00,2014-08-31 00:00:00,2005,2010.0,Ativo/Executado,1754.0,3215.0,1461.0,True,True,False
59299,Programa Rodoviário de Santa Catarina - ETAPA V,Logística e Transporte,Sul,Estadual,BID,240000000.0,160000000.0,2006-01-13 00:00:00,,,,,,2006,,Arquivado,,,,False,False,False
59382,"Doação-Projeto Desenvolvimento Sustentável, Empreendedorismo e Inclusão Social: Consolidação de uma Política Pública de Apoio às Pequenas e Médias Empresas Catarinenses",Indústria,Sul,Estadual,BID/FUMIN,8432000.0,8028000.0,2006-06-29 00:00:00,,,,,,2006,,Arquivado,,,,False,False,False
59520,Programa Santa Catarina Rural - MICROBACIAS 3,Agricultura,Sul,Estadual,BIRD,90000000.0,99000000.0,2007-11-14 00:00:00,2011-10-21 00:00:00,2010-09-02,2010-09-30,2016-09-30 00:00:00,2017-10-30 00:00:00,2007,2010.0,Ativo/Executado,1051.0,3638.0,2587.0,True,True,False
59522,Programa de Desenvolvimento do Turismo do Estado de Santa Catarina,Comércio e Serviços (Turismo),Sul,Estadual,BID,30000000.0,20000000.0,2007-11-26 00:00:00,,,,,,2007,,Arquivado,,,,False,False,False
59529,"Programa de Modernização da Gestão Fiscal, Financeira e Patrimonial da Administração Estadual - PROFISCO",Fortalecimento Institucional,Sul,Estadual,BID,30000000.0,15000000.0,2007-12-14 00:00:00,2010-04-07 00:00:00,2009-08-07,2010-09-01,2014-09-01 00:00:00,2017-09-01 00:00:00,2007,2010.0,Ativo/Executado,992.0,3549.0,2557.0,True,True,False
59530,Projeto de Proteção da Mata Atlântica em Santa Catarina - Fase II,Meio Ambiente,Sul,Estadual,KfW/DOAÇÃO,9150100.872,2633312.0,2008-01-04 00:00:00,,,,,,2008,,Arquivado,,,,False,False,False
59535,Programa Rodoviário de Santa Catarina - ETAPA V,Logística e Transporte,Sul,Estadual,BID,50000000.0,21500000.0,2008-01-11 00:00:00,,2009-08-05,2010-04-09,2013-04-09 00:00:00,2013-04-09 00:00:00,2008,2010.0,Ativo/Executado,819.0,1915.0,1096.0,True,True,False
59648,Projeto de Gestão de Serviços Públicos do Estado de Santa Catarina,Fortalecimento Institucional,Sul,Estadual,BID,248064000.0,124032000.0,2008-12-24 00:00:00,,,,,,2008,,Arquivado,,,,False,False,False
59662,Doação - Plano de Prevenção de Desastres Naturais no Estado de Santa Catarina,Meio Ambiente,Sul,Estadual,BID,1000000.0,200000.0,2009-02-11 00:00:00,2011-03-26 00:00:00,,,,,2009,,Arquivado,,,,False,False,False
59670,Projeto de Ampliação e Modernização Tecnológica das Unidades Hospitalares do Estado de Santa Catarina - PROSAÚDE,Saúde,Sul,Estadual,MLW,0.0,0.0,2009-03-02 00:00:00,,,,,,2009,,Arquivado,,,,False,False,False
59771,Programa Rodoviário de Santa Catarina - ETAPA VI,Logística e Transporte,Sul,Estadual,BID,250000000.0,117510000.0,2010-06-30 00:00:00,2013-09-26 00:00:00,2012-12-19,2013-01-09,2018-01-09 00:00:00,2019-12-31 00:00:00,2010,2013.0,Ativo/Executado,924.0,3471.0,2547.0,True,True,False
60291,SANTA CATARINA RURAL 2     INOVACAO E DESENVOLVIMENTO,Agricultura,Sul,Estadual,BIRD,126000000.0,54000000.0,2017-09-28 00:00:00,,,,,,2017,,Arquivado,,,,False,False,False
60353,Projeto de Modernização da Gestão Fiscal do Estado de Santa Catarina - PROFISCO II SC,Fortalecimento Institucional,Sul,Estadual,BID,50000000.0,5600000.0,2017-07-28 00:00:00,2019-09-21 00:00:00,2023-05-24,2023-12-27,2028-12-27 00:00:00,2028-12-27 00:00:00,2017,2023.0,Ativo/Executado,2343.0,4170.0,1827.0,True,True,False
60654,Refinanciamento de divida para ajuste fiscal e agricultura sustentável no Estado de Santa Catarina,Refinanciamento de Dívida,Sul,Estadual,BIRD,344705778.62,0.0,2019-11-01 00:00:00,2022-02-06 00:00:00,,,,,2019,,Arquivado,,,,False,False,False
61041,Programa de Recuperação e Manutenção Segura e Resiliente de Rodovias Estaduais (Estrada Boa),Logística e Transporte,Sul,Estadual,BIRD,300000000.0,75000000.0,2023-10-30 00:00:00,2025-12-19 00:00:00,,,,,2023,,Em tramitação,,,,False,False,False
61091,"Programa de Desenvolvimento Sustentável da Agricultura Familiar de Santa Catarina:_x000D_
Resiliência Ambiental, Inovação e Inclusão Social no Espaço Rural",Meio Ambiente,Sul,Estadual,BIRD,120000000.0,30000000.0,2024-02-06 00:00:00,2026-03-18 00:00:00,,,,,2024,,Aguardando ação,,,,False,False,False
61173,Programa para Aumento da Resiliência Climática e Redução de Risco de desastres em Santa Catarina,Meio Ambiente,Sul,Estadual,BIRD,119200000.0,29800000.0,2024-07-29 00:00:00,2026-10-08 00:00:00,,,,,2024,,Em tramitação,,,,False,False,False
13074,Sistema de Macrodrenagem do Rio Baquirivu-Guaçu,Saneamento Básico,Sudeste,Estadual,CAF,204000000.0,240419000.0,2012-05-09 00:00:00,2014-08-20 00:00:00,2013-02-22,2014-07-25,2018-07-25 00:00:00,2026-07-25 00:00:00,2012,2014.0,Ativo/Executado,807.0,5190.0,4383.0,True,True,False
57750,Projeto de Conservação e Manejo de Solos - SP,Agricultura,Sudeste,Estadual,BIRD,55000000.0,71000000.0,1992-05-13 00:00:00,,1997-10-28,1999-12-07,2005-12-31 00:00:00,2008-11-30 00:00:00,1992,1999.0,Ativo/Executado,2764.0,6045.0,3281.0,True,True,False
57798,Distrib.Gás Natural em SP,Energia,Sudeste,Estadual,BIRD,94000000.0,104200000.0,1940-01-01 00:00:00,,1989-04-25,1990-02-16,1995-06-30 00:00:00,1999-05-31 00:00:00,1940,1990.0,Ativo/Executado,18309.0,21700.0,3391.0,True,True,False
57821,Controle da Qualidade Águas - SP,Saneamento Básico,Sudeste,Estadual,BIRD,119000000.0,0.0,1991-06-26 00:00:00,,1992-07-02,1992-12-17,1997-09-30 00:00:00,2000-12-31 00:00:00,1991,1992.0,Ativo/Executado,540.0,3476.0,2936.0,True,True,False
57829,Inovação Ensino Básico - SP,Saneamento Básico,Sudeste,Estadual,BIRD,245000000.0,0.0,1940-01-01 00:00:00,,1991-06-26,1991-10-04,1998-06-30 00:00:00,1998-12-31 00:00:00,1940,1991.0,Ativo/Executado,18904.0,21549.0,2645.0,True,True,False
57832,Rodovias Estaduais - São Paulo,Logística e Transporte,Sudeste,Estadual,BIRD,0.0,0.0,1940-01-01 00:00:00,,1987-06-09,1987-12-11,1994-12-31 00:00:00,1995-12-31 00:00:00,1940,1987.0,Ativo/Executado,17511.0,20453.0,2942.0,True,True,False
57833,Modernização da FEPASA,Logística e Transporte,Sudeste,Estadual,BIRD,100000000.0,0.0,1940-01-01 00:00:00,,1987-06-25,1987-07-27,1994-06-30 00:00:00,1995-12-31 00:00:00,1940,1987.0,Ativo/Executado,17374.0,20453.0,3079.0,True,True,False
57877,Transporte Urbano da Regiâo Metr.de SP - Fase I e 4ª L.METRO,Logística e Transporte,Sudeste,Estadual,JBIC,435000000.0,402000000.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,True
57877,Transporte Urbano da Regiâo Metr.de SP - Fase I e 4ª L.METRO,Logística e Transporte,Sudeste,Estadual,BIRD,435000000.0,402000000.0,1940-01-01 00:00:00,,,,,1996-04-06 00:00:00,1940,,Arquivado,,20550.0,,False,True,True
57881,Impl. da Linha Campo Limpo- Sto.Amaro e Dina. da Linha Sul,Logística e Transporte,Sudeste,Estadual,BID,420000000.0,320000000.0,1993-01-21 00:00:00,,1994-11-30,1997-04-07,2001-04-06 00:00:00,2003-10-06 00:00:00,1993,1997.0,Ativo/Executado,1537.0,3910.0,2373.0,True,True,False
57899,Desenv. das Relacoes Entre a Univer. do Setor Produtivo,P & D e Inovação,Sudeste,Estadual,BIRD,0.0,0.0,1940-01-01 00:00:00,,,,,,1940,,Arquivado,,,,False,False,False
